"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2019","1","United States","Cocaine","12 month-ending","01/31/2019","15,613",
"01/04/2026","2019","1","United States","Fentanyl","12 month-ending","01/31/2019","30,367",
"01/04/2026","2019","1","United States","Gabapentin","12 month-ending","01/31/2019","1,935",
"01/04/2026","2019","1","United States","Heroin","12 month-ending","01/31/2019","15,475",
"01/04/2026","2019","1","United States","Methamphetamine","12 month-ending","01/31/2019","12,059",
"01/04/2026","2019","1","United States","Oxycodone","12 month-ending","01/31/2019","5,029",
"01/04/2026","2019","1","United States","Xylazine","12 month-ending","01/31/2019","123",
"01/04/2026","2019","2","United States","Cocaine","12 month-ending","02/28/2019","15,607",
"01/04/2026","2019","2","United States","Fentanyl","12 month-ending","02/28/2019","30,533",
"01/04/2026","2019","2","United States","Gabapentin","12 month-ending","02/28/2019","1,955",
"01/04/2026","2019","2","United States","Heroin","12 month-ending","02/28/2019","15,455",
"01/04/2026","2019","2","United States","Methamphetamine","12 month-ending","02/28/2019","12,219",
"01/04/2026","2019","2","United States","Oxycodone","12 month-ending","02/28/2019","4,976",
"01/04/2026","2019","2","United States","Xylazine","12 month-ending","02/28/2019","139",
"01/04/2026","2019","3","United States","Cocaine","12 month-ending","03/31/2019","15,568",
"01/04/2026","2019","3","United States","Fentanyl","12 month-ending","03/31/2019","30,818",
"01/04/2026","2019","3","United States","Gabapentin","12 month-ending","03/31/2019","1,966",
"01/04/2026","2019","3","United States","Heroin","12 month-ending","03/31/2019","15,390",
"01/04/2026","2019","3","United States","Methamphetamine","12 month-ending","03/31/2019","12,476",
"01/04/2026","2019","3","United States","Oxycodone","12 month-ending","03/31/2019","4,894",
"01/04/2026","2019","3","United States","Xylazine","12 month-ending","03/31/2019","180",
"01/04/2026","2019","4","United States","Cocaine","12 month-ending","04/30/2019","15,565",
"01/04/2026","2019","4","United States","Fentanyl","12 month-ending","04/30/2019","31,035",
"01/04/2026","2019","4","United States","Gabapentin","12 month-ending","04/30/2019","1,940",
"01/04/2026","2019","4","United States","Heroin","12 month-ending","04/30/2019","15,288",
"01/04/2026","2019","4","United States","Methamphetamine","12 month-ending","04/30/2019","12,708",
"01/04/2026","2019","4","United States","Oxycodone","12 month-ending","04/30/2019","4,852",
"01/04/2026","2019","4","United States","Xylazine","12 month-ending","04/30/2019","223",
"01/04/2026","2019","5","United States","Cocaine","12 month-ending","05/31/2019","15,554",
"01/04/2026","2019","5","United States","Fentanyl","12 month-ending","05/31/2019","31,226",
"01/04/2026","2019","5","United States","Gabapentin","12 month-ending","05/31/2019","1,932",
"01/04/2026","2019","5","United States","Heroin","12 month-ending","05/31/2019","15,195",
"01/04/2026","2019","5","United States","Methamphetamine","12 month-ending","05/31/2019","12,969",
"01/04/2026","2019","5","United States","Oxycodone","12 month-ending","05/31/2019","4,794",
"01/04/2026","2019","5","United States","Xylazine","12 month-ending","05/31/2019","253",
"01/04/2026","2019","6","United States","Cocaine","12 month-ending","06/30/2019","15,537",
"01/04/2026","2019","6","United States","Fentanyl","12 month-ending","06/30/2019","31,432",
"01/04/2026","2019","6","United States","Gabapentin","12 month-ending","06/30/2019","1,993",
"01/04/2026","2019","6","United States","Heroin","12 month-ending","06/30/2019","15,054",
"01/04/2026","2019","6","United States","Methamphetamine","12 month-ending","06/30/2019","13,201",
"01/04/2026","2019","6","United States","Oxycodone","12 month-ending","06/30/2019","4,749",
"01/04/2026","2019","6","United States","Xylazine","12 month-ending","06/30/2019","299",
"01/04/2026","2019","7","United States","Cocaine","12 month-ending","07/31/2019","15,643",
"01/04/2026","2019","7","United States","Fentanyl","12 month-ending","07/31/2019","31,861",
"01/04/2026","2019","7","United States","Gabapentin","12 month-ending","07/31/2019","2,093",
"01/04/2026","2019","7","United States","Heroin","12 month-ending","07/31/2019","14,959",
"01/04/2026","2019","7","United States","Methamphetamine","12 month-ending","07/31/2019","13,487",
"01/04/2026","2019","7","United States","Oxycodone","12 month-ending","07/31/2019","4,711",
"01/04/2026","2019","7","United States","Xylazine","12 month-ending","07/31/2019","367",
"01/04/2026","2019","8","United States","Cocaine","12 month-ending","08/31/2019","15,822",
"01/04/2026","2019","8","United States","Fentanyl","12 month-ending","08/31/2019","32,383",
"01/04/2026","2019","8","United States","Gabapentin","12 month-ending","08/31/2019","2,153",
"01/04/2026","2019","8","United States","Heroin","12 month-ending","08/31/2019","14,831",
"01/04/2026","2019","8","United States","Methamphetamine","12 month-ending","08/31/2019","13,756",
"01/04/2026","2019","8","United States","Oxycodone","12 month-ending","08/31/2019","4,636",
"01/04/2026","2019","8","United States","Xylazine","12 month-ending","08/31/2019","421",
"01/04/2026","2019","9","United States","Cocaine","12 month-ending","09/30/2019","16,018",
"01/04/2026","2019","9","United States","Fentanyl","12 month-ending","09/30/2019","32,943",
"01/04/2026","2019","9","United States","Gabapentin","12 month-ending","09/30/2019","2,218",
"01/04/2026","2019","9","United States","Heroin","12 month-ending","09/30/2019","14,705",
"01/04/2026","2019","9","United States","Methamphetamine","12 month-ending","09/30/2019","14,095",
"01/04/2026","2019","9","United States","Oxycodone","12 month-ending","09/30/2019","4,621",
"01/04/2026","2019","9","United States","Xylazine","12 month-ending","09/30/2019","468",
"01/04/2026","2019","10","United States","Cocaine","12 month-ending","10/31/2019","16,296",
"01/04/2026","2019","10","United States","Fentanyl","12 month-ending","10/31/2019","33,641",
"01/04/2026","2019","10","United States","Gabapentin","12 month-ending","10/31/2019","2,354",
"01/04/2026","2019","10","United States","Heroin","12 month-ending","10/31/2019","14,602",
"01/04/2026","2019","10","United States","Methamphetamine","12 month-ending","10/31/2019","14,473",
"01/04/2026","2019","10","United States","Oxycodone","12 month-ending","10/31/2019","4,619",
"01/04/2026","2019","10","United States","Xylazine","12 month-ending","10/31/2019","515",
"01/04/2026","2019","11","United States","Cocaine","12 month-ending","11/30/2019","16,679",
"01/04/2026","2019","11","United States","Fentanyl","12 month-ending","11/30/2019","34,549",
"01/04/2026","2019","11","United States","Gabapentin","12 month-ending","11/30/2019","2,496",
"01/04/2026","2019","11","United States","Heroin","12 month-ending","11/30/2019","14,658",
"01/04/2026","2019","11","United States","Methamphetamine","12 month-ending","11/30/2019","14,810",
"01/04/2026","2019","11","United States","Oxycodone","12 month-ending","11/30/2019","4,650",
"01/04/2026","2019","11","United States","Xylazine","12 month-ending","11/30/2019","587",
"01/04/2026","2019","12","United States","Cocaine","12 month-ending","12/31/2019","16,997",
"01/04/2026","2019","12","United States","Fentanyl","12 month-ending","12/31/2019","35,473",
"01/04/2026","2019","12","United States","Gabapentin","12 month-ending","12/31/2019","2,579",
"01/04/2026","2019","12","United States","Heroin","12 month-ending","12/31/2019","14,525",
"01/04/2026","2019","12","United States","Methamphetamine","12 month-ending","12/31/2019","15,096",
"01/04/2026","2019","12","United States","Oxycodone","12 month-ending","12/31/2019","4,630",
"01/04/2026","2019","12","United States","Xylazine","12 month-ending","12/31/2019","627",
"01/04/2026","2020","1","United States","Cocaine","12 month-ending","01/31/2020","17,356",
"01/04/2026","2020","1","United States","Fentanyl","12 month-ending","01/31/2020","36,420",
"01/04/2026","2020","1","United States","Gabapentin","12 month-ending","01/31/2020","2,713",
"01/04/2026","2020","1","United States","Heroin","12 month-ending","01/31/2020","14,456",
"01/04/2026","2020","1","United States","Methamphetamine","12 month-ending","01/31/2020","15,370",
"01/04/2026","2020","1","United States","Oxycodone","12 month-ending","01/31/2020","4,679",
"01/04/2026","2020","1","United States","Xylazine","12 month-ending","01/31/2020","662",
"01/04/2026","2020","2","United States","Cocaine","12 month-ending","02/29/2020","17,784",
"01/04/2026","2020","2","United States","Fentanyl","12 month-ending","02/29/2020","37,554",
"01/04/2026","2020","2","United States","Gabapentin","12 month-ending","02/29/2020","2,851",
"01/04/2026","2020","2","United States","Heroin","12 month-ending","02/29/2020","14,420",
"01/04/2026","2020","2","United States","Methamphetamine","12 month-ending","02/29/2020","15,790",
"01/04/2026","2020","2","United States","Oxycodone","12 month-ending","02/29/2020","4,690",
"01/04/2026","2020","2","United States","Xylazine","12 month-ending","02/29/2020","738",
"01/04/2026","2020","3","United States","Cocaine","12 month-ending","03/31/2020","18,256",
"01/04/2026","2020","3","United States","Fentanyl","12 month-ending","03/31/2020","38,828",
"01/04/2026","2020","3","United States","Gabapentin","12 month-ending","03/31/2020","3,007",
"01/04/2026","2020","3","United States","Heroin","12 month-ending","03/31/2020","14,348",
"01/04/2026","2020","3","United States","Methamphetamine","12 month-ending","03/31/2020","16,307",
"01/04/2026","2020","3","United States","Oxycodone","12 month-ending","03/31/2020","4,728",
"01/04/2026","2020","3","United States","Xylazine","12 month-ending","03/31/2020","794",
"01/04/2026","2020","4","United States","Cocaine","12 month-ending","04/30/2020","18,963",
"01/04/2026","2020","4","United States","Fentanyl","12 month-ending","04/30/2020","40,947",
"01/04/2026","2020","4","United States","Gabapentin","12 month-ending","04/30/2020","3,230",
"01/04/2026","2020","4","United States","Heroin","12 month-ending","04/30/2020","14,469",
"01/04/2026","2020","4","United States","Methamphetamine","12 month-ending","04/30/2020","17,050",
"01/04/2026","2020","4","United States","Oxycodone","12 month-ending","04/30/2020","4,750",
"01/04/2026","2020","4","United States","Xylazine","12 month-ending","04/30/2020","860",
"01/04/2026","2020","5","United States","Cocaine","12 month-ending","05/31/2020","19,820",
"01/04/2026","2020","5","United States","Fentanyl","12 month-ending","05/31/2020","44,245",
"01/04/2026","2020","5","United States","Gabapentin","12 month-ending","05/31/2020","3,460",
"01/04/2026","2020","5","United States","Heroin","12 month-ending","05/31/2020","14,791",
"01/04/2026","2020","5","United States","Methamphetamine","12 month-ending","05/31/2020","17,920",
"01/04/2026","2020","5","United States","Oxycodone","12 month-ending","05/31/2020","4,908",
"01/04/2026","2020","5","United States","Xylazine","12 month-ending","05/31/2020","962",
"01/04/2026","2020","6","United States","Cocaine","12 month-ending","06/30/2020","20,292",
"01/04/2026","2020","6","United States","Fentanyl","12 month-ending","06/30/2020","46,540",
"01/04/2026","2020","6","United States","Gabapentin","12 month-ending","06/30/2020","3,550",
"01/04/2026","2020","6","United States","Heroin","12 month-ending","06/30/2020","14,819",
"01/04/2026","2020","6","United States","Methamphetamine","12 month-ending","06/30/2020","18,590",
"01/04/2026","2020","6","United States","Oxycodone","12 month-ending","06/30/2020","4,951",
"01/04/2026","2020","6","United States","Xylazine","12 month-ending","06/30/2020","1,048",
"01/04/2026","2020","7","United States","Cocaine","12 month-ending","07/31/2020","20,630",
"01/04/2026","2020","7","United States","Fentanyl","12 month-ending","07/31/2020","48,579",
"01/04/2026","2020","7","United States","Gabapentin","12 month-ending","07/31/2020","3,690",
"01/04/2026","2020","7","United States","Heroin","12 month-ending","07/31/2020","14,782",
"01/04/2026","2020","7","United States","Methamphetamine","12 month-ending","07/31/2020","19,310",
"01/04/2026","2020","7","United States","Oxycodone","12 month-ending","07/31/2020","4,992",
"01/04/2026","2020","7","United States","Xylazine","12 month-ending","07/31/2020","1,109",
"01/04/2026","2020","8","United States","Cocaine","12 month-ending","08/31/2020","20,812",
"01/04/2026","2020","8","United States","Fentanyl","12 month-ending","08/31/2020","50,412",
"01/04/2026","2020","8","United States","Gabapentin","12 month-ending","08/31/2020","3,811",
"01/04/2026","2020","8","United States","Heroin","12 month-ending","08/31/2020","14,648",
"01/04/2026","2020","8","United States","Methamphetamine","12 month-ending","08/31/2020","20,279",
"01/04/2026","2020","8","United States","Oxycodone","12 month-ending","08/31/2020","5,076",
"01/04/2026","2020","8","United States","Xylazine","12 month-ending","08/31/2020","1,158",
"01/04/2026","2020","9","United States","Cocaine","12 month-ending","09/30/2020","21,036",
"01/04/2026","2020","9","United States","Fentanyl","12 month-ending","09/30/2020","51,997",
"01/04/2026","2020","9","United States","Gabapentin","12 month-ending","09/30/2020","3,855",
"01/04/2026","2020","9","United States","Heroin","12 month-ending","09/30/2020","14,496",
"01/04/2026","2020","9","United States","Methamphetamine","12 month-ending","09/30/2020","20,812",
"01/04/2026","2020","9","United States","Oxycodone","12 month-ending","09/30/2020","5,083",
"01/04/2026","2020","9","United States","Xylazine","12 month-ending","09/30/2020","1,221",
"01/04/2026","2020","10","United States","Cocaine","12 month-ending","10/31/2020","21,063",
"01/04/2026","2020","10","United States","Fentanyl","12 month-ending","10/31/2020","53,286",
"01/04/2026","2020","10","United States","Gabapentin","12 month-ending","10/31/2020","3,874",
"01/04/2026","2020","10","United States","Heroin","12 month-ending","10/31/2020","14,208",
"01/04/2026","2020","10","United States","Methamphetamine","12 month-ending","10/31/2020","21,250",
"01/04/2026","2020","10","United States","Oxycodone","12 month-ending","10/31/2020","5,109",
"01/04/2026","2020","10","United States","Xylazine","12 month-ending","10/31/2020","1,289",
"01/04/2026","2020","11","United States","Cocaine","12 month-ending","11/30/2020","21,056",
"01/04/2026","2020","11","United States","Fentanyl","12 month-ending","11/30/2020","54,543",
"01/04/2026","2020","11","United States","Gabapentin","12 month-ending","11/30/2020","3,885",
"01/04/2026","2020","11","United States","Heroin","12 month-ending","11/30/2020","13,896",
"01/04/2026","2020","11","United States","Methamphetamine","12 month-ending","11/30/2020","21,869",
"01/04/2026","2020","11","United States","Oxycodone","12 month-ending","11/30/2020","5,114",
"01/04/2026","2020","11","United States","Xylazine","12 month-ending","11/30/2020","1,370",
"01/04/2026","2020","12","United States","Cocaine","12 month-ending","12/31/2020","21,079",
"01/04/2026","2020","12","United States","Fentanyl","12 month-ending","12/31/2020","55,820",
"01/04/2026","2020","12","United States","Gabapentin","12 month-ending","12/31/2020","3,941",
"01/04/2026","2020","12","United States","Heroin","12 month-ending","12/31/2020","13,642",
"01/04/2026","2020","12","United States","Methamphetamine","12 month-ending","12/31/2020","22,559",
"01/04/2026","2020","12","United States","Oxycodone","12 month-ending","12/31/2020","5,124",
"01/04/2026","2020","12","United States","Xylazine","12 month-ending","12/31/2020","1,499",
"01/04/2026","2021","1","United States","Cocaine","12 month-ending","01/31/2021","21,473",
"01/04/2026","2021","1","United States","Fentanyl","12 month-ending","01/31/2021","57,890",
"01/04/2026","2021","1","United States","Gabapentin","12 month-ending","01/31/2021","4,008",
"01/04/2026","2021","1","United States","Heroin","12 month-ending","01/31/2021","13,479",
"01/04/2026","2021","1","United States","Methamphetamine","12 month-ending","01/31/2021","23,561",
"01/04/2026","2021","1","United States","Oxycodone","12 month-ending","01/31/2021","5,105",
"01/04/2026","2021","1","United States","Xylazine","12 month-ending","01/31/2021","1,668",
"01/04/2026","2021","2","United States","Cocaine","12 month-ending","02/28/2021","21,582",
"01/04/2026","2021","2","United States","Fentanyl","12 month-ending","02/28/2021","59,147",
"01/04/2026","2021","2","United States","Gabapentin","12 month-ending","02/28/2021","4,035",
"01/04/2026","2021","2","United States","Heroin","12 month-ending","02/28/2021","13,131",
"01/04/2026","2021","2","United States","Methamphetamine","12 month-ending","02/28/2021","24,307",
"01/04/2026","2021","2","United States","Oxycodone","12 month-ending","02/28/2021","5,150",
"01/04/2026","2021","2","United States","Xylazine","12 month-ending","02/28/2021","1,814",
"01/04/2026","2021","3","United States","Cocaine","12 month-ending","03/31/2021","22,028",
"01/04/2026","2021","3","United States","Fentanyl","12 month-ending","03/31/2021","61,241",
"01/04/2026","2021","3","United States","Gabapentin","12 month-ending","03/31/2021","4,086",
"01/04/2026","2021","3","United States","Heroin","12 month-ending","03/31/2021","12,905",
"01/04/2026","2021","3","United States","Methamphetamine","12 month-ending","03/31/2021","25,282",
"01/04/2026","2021","3","United States","Oxycodone","12 month-ending","03/31/2021","5,175",
"01/04/2026","2021","3","United States","Xylazine","12 month-ending","03/31/2021","1,987",
"01/04/2026","2021","4","United States","Cocaine","12 month-ending","04/30/2021","22,368",
"01/04/2026","2021","4","United States","Fentanyl","12 month-ending","04/30/2021","62,670",
"01/04/2026","2021","4","United States","Gabapentin","12 month-ending","04/30/2021","4,098",
"01/04/2026","2021","4","United States","Heroin","12 month-ending","04/30/2021","12,528",
"01/04/2026","2021","4","United States","Methamphetamine","12 month-ending","04/30/2021","26,163",
"01/04/2026","2021","4","United States","Oxycodone","12 month-ending","04/30/2021","5,229",
"01/04/2026","2021","4","United States","Xylazine","12 month-ending","04/30/2021","2,143",
"01/04/2026","2021","5","United States","Cocaine","12 month-ending","05/31/2021","22,365",
"01/04/2026","2021","5","United States","Fentanyl","12 month-ending","05/31/2021","62,742",
"01/04/2026","2021","5","United States","Gabapentin","12 month-ending","05/31/2021","4,071",
"01/04/2026","2021","5","United States","Heroin","12 month-ending","05/31/2021","11,816",
"01/04/2026","2021","5","United States","Methamphetamine","12 month-ending","05/31/2021","26,809",
"01/04/2026","2021","5","United States","Oxycodone","12 month-ending","05/31/2021","5,148",
"01/04/2026","2021","5","United States","Xylazine","12 month-ending","05/31/2021","2,308",
"01/04/2026","2021","6","United States","Cocaine","12 month-ending","06/30/2021","22,703",
"01/04/2026","2021","6","United States","Fentanyl","12 month-ending","06/30/2021","63,580",
"01/04/2026","2021","6","United States","Gabapentin","12 month-ending","06/30/2021","4,117",
"01/04/2026","2021","6","United States","Heroin","12 month-ending","06/30/2021","11,345",
"01/04/2026","2021","6","United States","Methamphetamine","12 month-ending","06/30/2021","27,579",
"01/04/2026","2021","6","United States","Oxycodone","12 month-ending","06/30/2021","5,143",
"01/04/2026","2021","6","United States","Xylazine","12 month-ending","06/30/2021","2,483",
"01/04/2026","2021","7","United States","Cocaine","12 month-ending","07/31/2021","23,186",
"01/04/2026","2021","7","United States","Fentanyl","12 month-ending","07/31/2021","64,573",
"01/04/2026","2021","7","United States","Gabapentin","12 month-ending","07/31/2021","4,120",
"01/04/2026","2021","7","United States","Heroin","12 month-ending","07/31/2021","10,980",
"01/04/2026","2021","7","United States","Methamphetamine","12 month-ending","07/31/2021","28,294",
"01/04/2026","2021","7","United States","Oxycodone","12 month-ending","07/31/2021","5,128",
"01/04/2026","2021","7","United States","Xylazine","12 month-ending","07/31/2021","2,659",
"01/04/2026","2021","8","United States","Cocaine","12 month-ending","08/31/2021","23,822",
"01/04/2026","2021","8","United States","Fentanyl","12 month-ending","08/31/2021","65,746",
"01/04/2026","2021","8","United States","Gabapentin","12 month-ending","08/31/2021","4,137",
"01/04/2026","2021","8","United States","Heroin","12 month-ending","08/31/2021","10,648",
"01/04/2026","2021","8","United States","Methamphetamine","12 month-ending","08/31/2021","28,826",
"01/04/2026","2021","8","United States","Oxycodone","12 month-ending","08/31/2021","5,143",
"01/04/2026","2021","8","United States","Xylazine","12 month-ending","08/31/2021","2,861",
"01/04/2026","2021","9","United States","Cocaine","12 month-ending","09/30/2021","24,418",
"01/04/2026","2021","9","United States","Fentanyl","12 month-ending","09/30/2021","67,071",
"01/04/2026","2021","9","United States","Gabapentin","12 month-ending","09/30/2021","4,195",
"01/04/2026","2021","9","United States","Heroin","12 month-ending","09/30/2021","10,374",
"01/04/2026","2021","9","United States","Methamphetamine","12 month-ending","09/30/2021","29,614",
"01/04/2026","2021","9","United States","Oxycodone","12 month-ending","09/30/2021","5,163",
"01/04/2026","2021","9","United States","Xylazine","12 month-ending","09/30/2021","3,047",
"01/04/2026","2021","10","United States","Cocaine","12 month-ending","10/31/2021","25,100",
"01/04/2026","2021","10","United States","Fentanyl","12 month-ending","10/31/2021","68,409",
"01/04/2026","2021","10","United States","Gabapentin","12 month-ending","10/31/2021","4,240",
"01/04/2026","2021","10","United States","Heroin","12 month-ending","10/31/2021","10,168",
"01/04/2026","2021","10","United States","Methamphetamine","12 month-ending","10/31/2021","30,404",
"01/04/2026","2021","10","United States","Oxycodone","12 month-ending","10/31/2021","5,124",
"01/04/2026","2021","10","United States","Xylazine","12 month-ending","10/31/2021","3,232",
"01/04/2026","2021","11","United States","Cocaine","12 month-ending","11/30/2021","25,727",
"01/04/2026","2021","11","United States","Fentanyl","12 month-ending","11/30/2021","69,388",
"01/04/2026","2021","11","United States","Gabapentin","12 month-ending","11/30/2021","4,280",
"01/04/2026","2021","11","United States","Heroin","12 month-ending","11/30/2021","9,833",
"01/04/2026","2021","11","United States","Methamphetamine","12 month-ending","11/30/2021","30,949",
"01/04/2026","2021","11","United States","Oxycodone","12 month-ending","11/30/2021","5,094",
"01/04/2026","2021","11","United States","Xylazine","12 month-ending","11/30/2021","3,356",
"01/04/2026","2021","12","United States","Cocaine","12 month-ending","12/31/2021","26,418",
"01/04/2026","2021","12","United States","Fentanyl","12 month-ending","12/31/2021","70,523",
"01/04/2026","2021","12","United States","Gabapentin","12 month-ending","12/31/2021","4,318",
"01/04/2026","2021","12","United States","Heroin","12 month-ending","12/31/2021","9,504",
"01/04/2026","2021","12","United States","Methamphetamine","12 month-ending","12/31/2021","31,461",
"01/04/2026","2021","12","United States","Oxycodone","12 month-ending","12/31/2021","5,090",
"01/04/2026","2021","12","United States","Xylazine","12 month-ending","12/31/2021","3,501",
"01/04/2026","2022","1","United States","Cocaine","12 month-ending","01/31/2022","26,745",
"01/04/2026","2022","1","United States","Fentanyl","12 month-ending","01/31/2022","70,907",
"01/04/2026","2022","1","United States","Gabapentin","12 month-ending","01/31/2022","4,295",
"01/04/2026","2022","1","United States","Heroin","12 month-ending","01/31/2022","9,164",
"01/04/2026","2022","1","United States","Methamphetamine","12 month-ending","01/31/2022","31,729",
"01/04/2026","2022","1","United States","Oxycodone","12 month-ending","01/31/2022","5,035",
"01/04/2026","2022","1","United States","Xylazine","12 month-ending","01/31/2022","3,636",
"01/04/2026","2022","2","United States","Cocaine","12 month-ending","02/28/2022","27,259",
"01/04/2026","2022","2","United States","Fentanyl","12 month-ending","02/28/2022","71,871",
"01/04/2026","2022","2","United States","Gabapentin","12 month-ending","02/28/2022","4,301",
"01/04/2026","2022","2","United States","Heroin","12 month-ending","02/28/2022","8,940",
"01/04/2026","2022","2","United States","Methamphetamine","12 month-ending","02/28/2022","32,155",
"01/04/2026","2022","2","United States","Oxycodone","12 month-ending","02/28/2022","4,997",
"01/04/2026","2022","2","United States","Xylazine","12 month-ending","02/28/2022","3,720",
"01/04/2026","2022","3","United States","Cocaine","12 month-ending","03/31/2022","27,423",
"01/04/2026","2022","3","United States","Fentanyl","12 month-ending","03/31/2022","71,952",
"01/04/2026","2022","3","United States","Gabapentin","12 month-ending","03/31/2022","4,295",
"01/04/2026","2022","3","United States","Heroin","12 month-ending","03/31/2022","8,505",
"01/04/2026","2022","3","United States","Methamphetamine","12 month-ending","03/31/2022","32,288",
"01/04/2026","2022","3","United States","Oxycodone","12 month-ending","03/31/2022","4,949",
"01/04/2026","2022","3","United States","Xylazine","12 month-ending","03/31/2022","3,840",
"01/04/2026","2022","4","United States","Cocaine","12 month-ending","04/30/2022","27,418",
"01/04/2026","2022","4","United States","Fentanyl","12 month-ending","04/30/2022","71,616",
"01/04/2026","2022","4","United States","Gabapentin","12 month-ending","04/30/2022","4,244",
"01/04/2026","2022","4","United States","Heroin","12 month-ending","04/30/2022","8,086",
"01/04/2026","2022","4","United States","Methamphetamine","12 month-ending","04/30/2022","32,029",
"01/04/2026","2022","4","United States","Oxycodone","12 month-ending","04/30/2022","4,847",
"01/04/2026","2022","4","United States","Xylazine","12 month-ending","04/30/2022","3,968",
"01/04/2026","2022","5","United States","Cocaine","12 month-ending","05/31/2022","27,556",
"01/04/2026","2022","5","United States","Fentanyl","12 month-ending","05/31/2022","71,486",
"01/04/2026","2022","5","United States","Gabapentin","12 month-ending","05/31/2022","4,239",
"01/04/2026","2022","5","United States","Heroin","12 month-ending","05/31/2022","7,734",
"01/04/2026","2022","5","United States","Methamphetamine","12 month-ending","05/31/2022","31,978",
"01/04/2026","2022","5","United States","Oxycodone","12 month-ending","05/31/2022","4,761",
"01/04/2026","2022","5","United States","Xylazine","12 month-ending","05/31/2022","4,063",
"01/04/2026","2022","6","United States","Cocaine","12 month-ending","06/30/2022","27,717",
"01/04/2026","2022","6","United States","Fentanyl","12 month-ending","06/30/2022","71,477",
"01/04/2026","2022","6","United States","Gabapentin","12 month-ending","06/30/2022","4,256",
"01/04/2026","2022","6","United States","Heroin","12 month-ending","06/30/2022","7,471",
"01/04/2026","2022","6","United States","Methamphetamine","12 month-ending","06/30/2022","32,115",
"01/04/2026","2022","6","United States","Oxycodone","12 month-ending","06/30/2022","4,694",
"01/04/2026","2022","6","United States","Xylazine","12 month-ending","06/30/2022","4,100",
"01/04/2026","2022","7","United States","Cocaine","12 month-ending","07/31/2022","27,893",
"01/04/2026","2022","7","United States","Fentanyl","12 month-ending","07/31/2022","71,750",
"01/04/2026","2022","7","United States","Gabapentin","12 month-ending","07/31/2022","4,235",
"01/04/2026","2022","7","United States","Heroin","12 month-ending","07/31/2022","7,137",
"01/04/2026","2022","7","United States","Methamphetamine","12 month-ending","07/31/2022","32,336",
"01/04/2026","2022","7","United States","Oxycodone","12 month-ending","07/31/2022","4,688",
"01/04/2026","2022","7","United States","Xylazine","12 month-ending","07/31/2022","4,168",
"01/04/2026","2022","8","United States","Cocaine","12 month-ending","08/31/2022","28,071",
"01/04/2026","2022","8","United States","Fentanyl","12 month-ending","08/31/2022","71,945",
"01/04/2026","2022","8","United States","Gabapentin","12 month-ending","08/31/2022","4,242",
"01/04/2026","2022","8","United States","Heroin","12 month-ending","08/31/2022","6,835",
"01/04/2026","2022","8","United States","Methamphetamine","12 month-ending","08/31/2022","32,295",
"01/04/2026","2022","8","United States","Oxycodone","12 month-ending","08/31/2022","4,569",
"01/04/2026","2022","8","United States","Xylazine","12 month-ending","08/31/2022","4,221",
"01/04/2026","2022","9","United States","Cocaine","12 month-ending","09/30/2022","28,301",
"01/04/2026","2022","9","United States","Fentanyl","12 month-ending","09/30/2022","71,991",
"01/04/2026","2022","9","United States","Gabapentin","12 month-ending","09/30/2022","4,275",
"01/04/2026","2022","9","United States","Heroin","12 month-ending","09/30/2022","6,572",
"01/04/2026","2022","9","United States","Methamphetamine","12 month-ending","09/30/2022","32,354",
"01/04/2026","2022","9","United States","Oxycodone","12 month-ending","09/30/2022","4,537",
"01/04/2026","2022","9","United States","Xylazine","12 month-ending","09/30/2022","4,225",
"01/04/2026","2022","10","United States","Cocaine","12 month-ending","10/31/2022","28,627",
"01/04/2026","2022","10","United States","Fentanyl","12 month-ending","10/31/2022","72,567",
"01/04/2026","2022","10","United States","Gabapentin","12 month-ending","10/31/2022","4,314",
"01/04/2026","2022","10","United States","Heroin","12 month-ending","10/31/2022","6,314",
"01/04/2026","2022","10","United States","Methamphetamine","12 month-ending","10/31/2022","32,525",
"01/04/2026","2022","10","United States","Oxycodone","12 month-ending","10/31/2022","4,539",
"01/04/2026","2022","10","United States","Xylazine","12 month-ending","10/31/2022","4,300",
"01/04/2026","2022","11","United States","Cocaine","12 month-ending","11/30/2022","28,964",
"01/04/2026","2022","11","United States","Fentanyl","12 month-ending","11/30/2022","73,214",
"01/04/2026","2022","11","United States","Gabapentin","12 month-ending","11/30/2022","4,332",
"01/04/2026","2022","11","United States","Heroin","12 month-ending","11/30/2022","6,133",
"01/04/2026","2022","11","United States","Methamphetamine","12 month-ending","11/30/2022","32,781",
"01/04/2026","2022","11","United States","Oxycodone","12 month-ending","11/30/2022","4,515",
"01/04/2026","2022","11","United States","Xylazine","12 month-ending","11/30/2022","4,381",
"01/04/2026","2022","12","United States","Cocaine","12 month-ending","12/31/2022","29,408",
"01/04/2026","2022","12","United States","Fentanyl","12 month-ending","12/31/2022","73,977",
"01/04/2026","2022","12","United States","Gabapentin","12 month-ending","12/31/2022","4,348",
"01/04/2026","2022","12","United States","Heroin","12 month-ending","12/31/2022","5,989",
"01/04/2026","2022","12","United States","Methamphetamine","12 month-ending","12/31/2022","33,305",
"01/04/2026","2022","12","United States","Oxycodone","12 month-ending","12/31/2022","4,510",
"01/04/2026","2022","12","United States","Xylazine","12 month-ending","12/31/2022","4,466",
